A00009-SII  |ARMANANTA EKA PUTRA, PT                                     ||2009.00119            |2020-09-30|LE MINERALE                   |TIRTA FRESHINDO JAYA, PT                                    |1350002
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00297            |2020-11-30|SL LIQUID CORE                |UNILEVER INDONESIA, PT                                      |913539
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00298            |2020-11-30|LUX BEAUTY SHOWER             |UNILEVER INDONESIA, PT                                      |1012156
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00299            |2020-11-30|RINSO MOLTO ULTRA             |UNILEVER INDONESIA, PT                                      |863412
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00300            |2020-11-30|PONDS WHITE BEAUTY FC         |UNILEVER INDONESIA, PT                                      |1084380
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00301            |2020-11-30|PEPSODENT WHITE               |UNILEVER INDONESIA, PT                                      |55139700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00302            |2020-11-30|ZWITSAL SHAMPOO KIDS ACTIVE   |UNILEVER INDONESIA, PT                                      |728376
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00303            |2020-11-30|SAHAJA SPRAY                  |UNILEVER INDONESIA, PT                                      |494109
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00304            |2020-11-30|RINSO ICHIGO                  |UNILEVER INDONESIA, PT                                      |20705520
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00305            |2020-11-30|FESTIVE                       |UNILEVER INDONESIA, PT                                      |11253000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00306            |2020-11-30|TRESEMME SHMPOO KERATIN SMOOTH|UNILEVER INDONESIA, PT                                      |953436
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00307            |2020-11-30|LUX BEAUTY LIQUID             |UNILEVER INDONESIA, PT                                      |1243150
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00308            |2020-11-30|DOVE SHAMPOO ANTI HAIRFALL    |UNILEVER INDONESIA, PT                                      |1129392
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00309            |2020-11-30|CLEAR SHP COMPLETE SOFTCARE   |UNILEVER INDONESIA, PT                                      |969804
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00310            |2020-11-30|CITRA HAND & BODY PEARLY WHITE|UNILEVER INDONESIA, PT                                      |1391280
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00311            |2020-11-30|CITRA HAND & BODY - OTHERS    |UNILEVER INDONESIA, PT                                      |116281000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00312            |2020-11-30|FAIR & LOVELY FC MST MLTVIT CR|UNILEVER INDONESIA, PT                                      |88853688
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00313            |2020-11-30|SUNSILK SHAMPOO BLACK SHINE   |UNILEVER INDONESIA, PT                                      |85185210
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00314            |2020-11-30|SUNSILK SHAMPOO SOFT & SMOOTH |UNILEVER INDONESIA, PT                                      |96213150
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00315            |2020-11-30|DOVE SHAMPOO ANTI HAIRFALL    |UNILEVER INDONESIA, PT                                      |175816872
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00316            |2020-11-30|MAGNUM IMPULSE REGULAR CORE   |UNILEVER INDONESIA, PT                                      |217407960
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00317            |2020-11-30|FLEMING                       |UNILEVER INDONESIA, PT                                      |945252
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00318            |2020-11-30|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |1043460
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00319            |2020-11-30|CLEAR SHP COMPLETE SOFT CARE  |UNILEVER INDONESIA, PT                                      |1005249245
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00320            |2020-11-30|MOLTO SUPER HYGIENE           |UNILEVER INDONESIA, PT                                      |797940
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00321            |2020-11-30|MOLTO CORE PERFUME ESSENCE    |UNILEVER INDONESIA, PT                                      |1023000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00322            |2020-11-30|PEPSODENT HERBAL              |UNILEVER INDONESIA, PT                                      |1052667
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00323            |2020-11-30|REXONA FML AP ROLL ON WHITENIN|UNILEVER INDONESIA, PT                                      |1227600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00324            |2020-11-30|DOVE DEO ROLL ON ORIGINAL     |UNILEVER INDONESIA, PT                                      |1288980
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00325            |2020-11-30|ZWITSAL SHAMPOO BABY NATURAL A|UNILEVER INDONESIA, PT                                      |82146900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00326            |2020-11-30|PONDS WHT BEAUT LIGHT DAY FM  |UNILEVER INDONESIA, PT                                      |120407100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00327            |2020-11-30|FAIR & LOVELY FC MST MLTVIT CR|UNILEVER INDONESIA, PT                                      |127158900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00328            |2020-11-30|PEPSODENT SENSITIVE EXPERT    |UNILEVER INDONESIA, PT                                      |1227600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00329            |2020-11-30|REXONA MALE DEO RO AP INV DRY |UNILEVER INDONESIA, PT                                      |239520105
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00330            |2020-11-30|CLOSE UP                      |UNILEVER INDONESIA, PT                                      |240814200
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00331            |2020-11-30|PONDS MEN FACIAL WASH FOAM    |UNILEVER INDONESIA, PT                                      |250941900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00332            |2020-11-30|AXE BODY SPRAY                |UNILEVER INDONESIA, PT                                      |156416700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2011.00333            |2020-11-30|AXE BODY SPRAY                |UNILEVER INDONESIA, PT                                      |256568400
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00234            |2020-12-31|SUNSILK SUPER SHAMPOO         |UNILEVER INDONESIA, PT                                      |100433025
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00235            |2020-12-31|CLEAR SHP COMPLETE SOFTCARE   |UNILEVER INDONESIA, PT                                      |88617375
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00236            |2020-12-31|DOVE SHAMPOO ANTI HAIRFALL    |UNILEVER INDONESIA, PT                                      |88617375
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00237            |2020-12-31|REXONA WOMEN DEO LOTION       |UNILEVER INDONESIA, PT                                      |140662500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00238            |2020-12-31|TRESEMME SHAMPOO KERATIN SHAMP|UNILEVER INDONESIA, PT                                      |84397500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00239            |2020-12-31|DOVE SHAMPOO ANTI HAIRFALL    |UNILEVER INDONESIA, PT                                      |148539600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00240            |2020-12-31|AXE BODY SPRAY                |UNILEVER INDONESIA, PT                                      |216226395
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00241            |2020-12-31|PONDS WHT BEAUT LIGHT DAY FM  |UNILEVER INDONESIA, PT                                      |148539600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00242            |2020-12-31|CLEAR SHP COMPLETE SOFTCARE   |UNILEVER INDONESIA, PT                                      |590782500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00243            |2020-12-31|PEPSODENT TOOTHBRUSH          |UNILEVER INDONESIA, PT                                      |34265385
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00244            |2020-12-31|PONDS CREAM AA AGE MIR DAY    |UNILEVER INDONESIA, PT                                      |65267400
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00245            |2020-12-31|FLEMING                       |UNILEVER INDONESIA, PT                                      |33759000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00246            |2020-12-31|ROYCO FDS POWDER              |UNILEVER INDONESIA, PT                                      |38260200
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00247            |2020-12-31|ROYCO FDS POWDER              |UNILEVER INDONESIA, PT                                      |38260200
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00248            |2020-12-31|WIPOL                         |UNILEVER INDONESIA, PT                                      |42536340
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00249            |2020-12-31|LIFEBUOY SHAMPOO ANTI DANDRUFF|UNILEVER INDONESIA, PT                                      |60766200
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00250            |2020-12-31|MOLTO SUPER HYGIENE           |UNILEVER INDONESIA, PT                                      |23631300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00251            |2020-12-31|REXONA FML AP ROLL ON WHITENIN|UNILEVER INDONESIA, PT                                      |42536340
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00252            |2020-12-31|SAHAJA (SUNLIGHT)             |UNILEVER INDONESIA, PT                                      |42536340
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00253            |2020-12-31|SL PREMIUM                    |UNILEVER INDONESIA, PT                                      |40510800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00254            |2020-12-31|SUNLIGHT HS                   |UNILEVER INDONESIA, PT                                      |43886700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00255            |2020-12-31|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |41636100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00256            |2020-12-31|LIFEBUOY TS                   |UNILEVER INDONESIA, PT                                      |43717905
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00257            |2020-12-31|SARIWANGI TEA BAG             |UNILEVER INDONESIA, PT                                      |46081035
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00258            |2020-12-31|JAWARA EXTRA HOT              |UNILEVER INDONESIA, PT                                      |45012000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00259            |2020-12-31|PEPSODENT TOOTHPST ADV ACT 123|UNILEVER INDONESIA, PT                                      |82522000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00260            |2020-12-31|PADDLE POP CORE               |UNILEVER INDONESIA, PT                                      |48140334
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00263            |2020-12-31|VIXAL BLEACH DISINFECTANT     |UNILEVER INDONESIA, PT                                      |33759000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00264            |2020-12-31|SUPER PELL                    |UNILEVER INDONESIA, PT                                      |32633700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00265            |2020-12-31|WIPOL WIPES                   |UNILEVER INDONESIA, PT                                      |34265385
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00266            |2020-12-31|SUNSILK SHAMPOO SOFT & SMOOTH |UNILEVER INDONESIA, PT                                      |130534800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00267            |2020-12-31|SUNSILK SHAMPOO BLACK SHINE   |UNILEVER INDONESIA, PT                                      |166600665
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00268            |2020-12-31|VIXAL PORCELAIN CLEANER       |UNILEVER INDONESIA, PT                                      |28132500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00269            |2020-12-31|BUAVITA GUAVA                 |UNILEVER INDONESIA, PT                                      |27007200
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00270            |2020-12-31|LIFEBUOY BODY WASH            |UNILEVER INDONESIA, PT                                      |57390300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00271            |2020-12-31|VIXAL PORCELAIN CLEANER       |UNILEVER INDONESIA, PT                                      |24812865
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00272            |2020-12-31|LIFEBUOY TS                   |UNILEVER INDONESIA, PT                                      |57390300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00273            |2020-12-31|SL LIQUID CORE                |UNILEVER INDONESIA, PT                                      |58515600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00274            |2020-12-31|LOVE; BEAUTY; AND PLANET (HAIR|UNILEVER INDONESIA, PT                                      |27007200
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00275            |2020-12-31|MOLTO CORE PERFUME ESSENCE    |UNILEVER INDONESIA, PT                                      |63804510
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00276            |2020-12-31|SARIWANGI MILK TEA            |UNILEVER INDONESIA, PT                                      |22506000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00277            |2020-12-31|PEPSODENT HERBAL              |UNILEVER INDONESIA, PT                                      |63804510
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00278            |2020-12-31|ROYCO FDS POWDER              |UNILEVER INDONESIA, PT                                      |57108975
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00279            |2020-12-31|PEPSODENT WHITE               |UNILEVER INDONESIA, PT                                      |63804510
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00280            |2020-12-31|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |64142100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00281            |2020-12-31|ROYCO FDS POWDER              |UNILEVER INDONESIA, PT                                      |34265385
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00282            |2020-12-31|VASELINE PETROLEUM JELLY      |UNILEVER INDONESIA, PT                                      |65267400
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00283            |2020-12-31|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |112530000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00284            |2020-12-31|PONDS WHITE BEAUTY FC         |UNILEVER INDONESIA, PT                                      |77983290
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00285            |2020-12-31|PONDS PURE WHITE FC           |UNILEVER INDONESIA, PT                                      |60428610
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00286            |2020-12-31|VASELINE HEALTHY WHITE CORE   |UNILEVER INDONESIA, PT                                      |83891115
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00287            |2020-12-31|LUX BEAUTY LIQUID             |UNILEVER INDONESIA, PT                                      |87435810
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00288            |2020-12-31|CITRA HAND & BODY - OTHERS    |UNILEVER INDONESIA, PT                                      |87435810
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00289            |2020-12-31|PEPSODENT SENSITIVE EXPERT    |UNILEVER INDONESIA, PT                                      |84397500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00290            |2020-12-31|ZWITSAL SHAMPOO BABY NATURAL A|UNILEVER INDONESIA, PT                                      |107522415
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00291            |2020-12-31|CITRA HAND & BODY PEARLY WHITE|UNILEVER INDONESIA, PT                                      |99251460
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00292            |2020-12-31|RINSO MOLTO ULTRA             |UNILEVER INDONESIA, PT                                      |86648100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00293            |2020-12-31|FAIR & LOVELY FC MST MLTVIT CR|UNILEVER INDONESIA, PT                                      |127609020
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00294            |2020-12-31|FAIR & LOVELY FC MST MLTVIT CR|UNILEVER INDONESIA, PT                                      |166544400
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00295            |2020-12-31|MAGNUM IMPULSE REGULAR CORE   |UNILEVER INDONESIA, PT                                      |133516845
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00296            |2020-12-31|CLOSE UP                      |UNILEVER INDONESIA, PT                                      |164237535
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00297            |2020-12-31|PONDS MEN FACIAL WASH FOAM    |UNILEVER INDONESIA, PT                                      |217407960
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2012.00298            |2020-12-31|FAIR & LOVELY FC MST MLTVIT CR|UNILEVER INDONESIA, PT                                      |196139790
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00188            |2021-01-31|SAHAJA [HAND HYGIENE]         |UNILEVER INDONESIA, PT                                      |24756600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00189            |2021-01-31|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |51763800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00190            |2021-01-31|ROYCO FDS POWDER              |UNILEVER INDONESIA, PT                                      |51763800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00191            |2021-01-31|SL LIQUID CORE                |UNILEVER INDONESIA, PT                                      |50638500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00192            |2021-01-31|RINSO MOLTO ULTRA             |UNILEVER INDONESIA, PT                                      |50638500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00193            |2021-01-31|MOLTO CORE PERFUME ESSENCE    |UNILEVER INDONESIA, PT                                      |50638500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00194            |2021-01-31|RINSO MOLTO ULTRA             |UNILEVER INDONESIA, PT                                      |46137300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00195            |2021-01-31|SAHAJA (SUNLIGHT)             |UNILEVER INDONESIA, PT                                      |43886700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00196            |2021-01-31|WALLS TUB SMALL PACK          |UNILEVER INDONESIA, PT                                      |43886700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00197            |2021-01-31|PEPSODENT WHITE               |UNILEVER INDONESIA, PT                                      |52889100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00198            |2021-01-31|PADDLE POP CORE               |UNILEVER INDONESIA, PT                                      |43886700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00199            |2021-01-31|LIFEBUOY TS                   |UNILEVER INDONESIA, PT                                      |55139700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00200            |2021-01-31|LIFEBUOY BODY WASH RED        |UNILEVER INDONESIA, PT                                      |39385500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00201            |2021-01-31|SARIWANGI TEA BAG             |UNILEVER INDONESIA, PT                                      |40510800
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00202            |2021-01-31|LIFEBUOY TS                   |UNILEVER INDONESIA, PT                                      |55139700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00203            |2021-01-31|PEPSODENT TOOTHPST ADV ACT123 |UNILEVER INDONESIA, PT                                      |69393500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00204            |2021-01-31|PONDS CREAM AA AGE MIR DAY    |UNILEVER INDONESIA, PT                                      |42761400
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00205            |2021-01-31|LIFEBUOY SHAMPOO ANTI DANDRUFF|UNILEVER INDONESIA, PT                                      |95650500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00206            |2021-01-31|SUNLIGHT HS                   |UNILEVER INDONESIA, PT                                      |42761400
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00207            |2021-01-31|PEPSODENT NATURE ESSENTIALS   |UNILEVER INDONESIA, PT                                      |32633700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00208            |2021-01-31|MOLTO PEWANGI                 |UNILEVER INDONESIA, PT                                      |58515600
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00209            |2021-01-31|WIPOL                         |UNILEVER INDONESIA, PT                                      |32633700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00210            |2021-01-31|SARIWANGI TEA BAG             |UNILEVER INDONESIA, PT                                      |32633700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00211            |2021-01-31|SUPER PELL                    |UNILEVER INDONESIA, PT                                      |32633700
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00212            |2021-01-31|VIXAL PORCELAIN CLEANER       |UNILEVER INDONESIA, PT                                      |34884300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00213            |2021-01-31|LIFEBUOY BODY WASH RED        |UNILEVER INDONESIA, PT                                      |34884300
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00214            |2021-01-31|SAHAJA (LAUNDRY)              |UNILEVER INDONESIA, PT                                      |24381500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00215            |2021-01-31|PEPSODENT TOOTHBRUSH          |UNILEVER INDONESIA, PT                                      |19130100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00216            |2021-01-31|SAHAJA (LAUNDRY)              |UNILEVER INDONESIA, PT                                      |22506000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00217            |2021-01-31|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |25881900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00218            |2021-01-31|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |25881900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00219            |2021-01-31|JAWARA EXTRA HOT              |UNILEVER INDONESIA, PT                                      |25881900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00220            |2021-01-31|BUAVITA GUAVA                 |UNILEVER INDONESIA, PT                                      |28132500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00221            |2021-01-31|SARIMURNI ROUND BAG           |UNILEVER INDONESIA, PT                                      |28132500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00222            |2021-01-31|VASELINE HEALTHY WHITE CORE   |UNILEVER INDONESIA, PT                                      |60766200
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00223            |2021-01-31|ZWITSAL SHAMPOO BABY NATURAL A|UNILEVER INDONESIA, PT                                      |61891500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00224            |2021-01-31|REXONA FML AP ROL ON WHITENING|UNILEVER INDONESIA, PT                                      |64142100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00225            |2021-01-31|REXONA WOMEN DEO LOTION       |UNILEVER INDONESIA, PT                                      |64142100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00226            |2021-01-31|ROYCO FDS POWDER              |UNILEVER INDONESIA, PT                                      |64142100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00227            |2021-01-31|LUX BEAUTY SHOWER             |UNILEVER INDONESIA, PT                                      |64142100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00228            |2021-01-31|DOVE DEO RO ULTIMATE WHITE    |UNILEVER INDONESIA, PT                                      |64142100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00229            |2021-01-31|TRESEMME SHMPOO KERATIN SMOOTH|UNILEVER INDONESIA, PT                                      |65267400
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00230            |2021-01-31|BANGO KECAP MANIS             |UNILEVER INDONESIA, PT                                      |67518000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00231            |2021-01-31|LUX BEAUTY LIQUID             |UNILEVER INDONESIA, PT                                      |70893900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00232            |2021-01-31|CITRA HAND & BODY PEARLY WHITE|UNILEVER INDONESIA, PT                                      |70893900
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00233            |2021-01-31|FAIR & LOVELY FC MST MLTVIT CR|UNILEVER INDONESIA, PT                                      |86648100
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00234            |2021-01-31|PONDS PURE WHITE FC           |UNILEVER INDONESIA, PT                                      |90024000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00235            |2021-01-31|DOVE SHAMPOO ANTI HAIRFALL    |UNILEVER INDONESIA, PT                                      |90024000
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00236            |2021-01-31|FAIR & LOVELY FC MST MLTVIT CR|UNILEVER INDONESIA, PT                                      |99026400
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00237            |2021-01-31|SUNSILK SUPER SHAMPOO         |UNILEVER INDONESIA, PT                                      |106903500
W00002-SII  |WIRA PAMUNGKAS PARIWARA, (ULI)                              ||2101.00239            |2021-01-31|FAIR & LOVELY FC MST MLTVIT CR|UNILEVER INDONESIA, PT                                      |114780600
